Mês ;Unidade;Prefeitura regional;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades"
Dezembro;SMUL/SEGUR-2        ;PINHEIROS                     ;2017.24.092-00;2017-0.162.857-7;CADASTRO DE SISTEMA ESPECIAL DE SEGURANCA;27/10/2017;083.220.0329-3;NR3; ZCL-B LINDEIRA A ZM-3B;Z4-037.;PINHEIROS;;CONDOMINIO METRO OFFICE II;;R   BUTANTA 00194 ;14/12/2017;"MARCOS GUSMAO MATHEUS                                       ; PETTNER LIMA CARVALHO";;"MARCOS GUSMAO MATHEUS                                       ; PETTNER LIMA CARVALHO";;
Dezembro;SMUL/SEGUR-2        ;SANTANA/ TUCURUVI              ;2017.24.428-00;2009-0.321.226-5;CERTIFICADO DE ACESSIBILIDADE;04/11/2009;068.564.0044-6;NR2-05;;Z2.;TUCURUVI;;DIRCE CERRI;;AV  GENERAL ATALIBA LEONEL 04129 ;18/12/2017;CARLOS ALBERTO DUARTE MOREIRA;;;;
Dezembro;SMUL/SEGUR-2        ;SANTO AMARO                   ;2017.24.685-00;2017-0.098.084-6;ALVARA DE APROVACAO DE SISTEMA DE SEGURANCA;14/06/2017;087.170.0045-9;NR3-04; ZM;Z6-037.;CHAC SANTO ANTONIO;;QUEIROZ GALVAO PAULISTA 16 DESENV IMOB LTDA;;R   DA PAZ 1601 ;20/12/2017;"HENRIQUE CESAR BEZERRA DA SILVA; RODRIGO GONCALVES SANTOS";;"HENRIQUE CESAR BEZERRA DA SILVA; RODRIGO GONCALVES SANTOS";;
Dezembro;SMUL/SEGUR-2        ;SANTO AMARO                   ;2017.24.687-00;2017-0.098.084-6;ALVARA DE EXECUCAO DE SISTEMA DE SEGURANCA;14/06/2017;087.170.0045-9;NR3-04; ZM;Z6-037.;CHAC SANTO ANTONIO;;QUEIROZ GALVAO PAULISTA 16 DESENV IMOB LTDA;;R   DA PAZ 1601 ;20/12/2017;"HENRIQUE CESAR BEZERRA DA SILVA; RODRIGO GONCALVES SANTOS";;"HENRIQUE CESAR BEZERRA DA SILVA; RODRIGO GONCALVES SANTOS";;
Dezembro;SMUL/SEGUR-2        ;SANTO AMARO                   ;2017.24.689-00;2017-0.098.084-6;ALVARA DE FUNCIONAMENTO DE SISTEMA DE SEGURANCA;14/06/2017;087.170.0045-9;NR3-04; ZM;Z6-037.;CHAC SANTO ANTONIO;;QUEIROZ GALVAO PAULISTA 16 DESENV IMOB LTDA;;R   DA PAZ 1601 ;20/12/2017;"HENRIQUE CESAR BEZERRA DA SILVA; RODRIGO GONCALVES SANTOS";;"HENRIQUE CESAR BEZERRA DA SILVA; RODRIGO GONCALVES SANTOS";;
Dezembro;SMUL/SEGUR-2        ;SE                            ;2017.23.148-00;2017-0.170.590-3;CADASTRO DE SISTEMA ESPECIAL DE SEGURANCA;16/11/2017;038.032.0002-4;NR4-05; ZEU;Z2.;PARAISO;;HOSPITAL E MATERNIDADE SANTA JOANA S/A;;R   DO PARAISO 00595 , 605, 617 E 627.;01/12/2017;DERCIO TOYOYOSHI;;;;
Dezembro;SMUL/SEGUR-2        ;SE                            ;2017.23.552-00;2013-0.314.498-7;CERTIFICADO DE SEGURANCA;22/10/2013;006.053.1371-7;"R202; NR2-01"; ZCP-B/005;Z5-002.;BELAVISTA;;CONDOMINIO EDIFICIO MONTE CARLOS RESIDENCIAL FLAT;;R   SANTO AMARO 383 ;07/12/2017;;;;;
Dezembro;SMUL/SEGUR-2        ;SE                            ;2017.24.098-00;2017-0.123.134-0;CERTIFICADO DE SEGURANCA;03/08/2017;010.013.0193-5;NR1-04; ZCP-B/005;Z5-003.;CONSOLACAO;;PROTEGE SEGURANCA ELETRONICA, MONITORAMENTO E SERVICOS LTDA;;R   VISCONDE DE OURO PRETO 000074 5 ANDAR;14/12/2017;RONALDO MARTINS DE LIRO;;RONALDO MARTINS DE LIRO;;
Dezembro;SMUL/SEGUR-2        ;SE                            ;2017.24.443-00;2010-0.317.897-5;CERTIFICADO DE ACESSIBILIDADE;19/11/2010;001.041.0021-4;NR2-02; QA/001;Z3-117.;CENTRO;;MAXIM ADMINISTRACAO E PARTICIPACOES LTDA;;R   FLORENCIO DE ABREU 00418 ;18/12/2017;ANTONIO DE SOUZA DOMINGOS;;ANTONIO DE SOUZA DOMINGOS;;
Dezembro;SMUL/SEGUR-2        ;VILA MARIANA                  ;2017.23.595-00;2010-0.053.867-9;CERTIFICADO DE SEGURANCA;25/02/2010;042.002.0001-5;NR2-04;;ZONA MISTA DE ALTA DENSIDADE - A.;VILA CLEMENTINO;;FUNDACAO SAO PAULO;;R   DRA    NEYDE APPARECIDA SOLLITTO 00435 ;07/12/2017;;;;;
Dezembro;SMUL/SEGUR-2        ;VILA MARIANA                  ;2017.23.611-00;2017-0.097.146-4;CERTIFICADO DE SEGURANCA;13/06/2017;047.005.0025-5;NR2-02;;ZONA EXCLUSIVAMENTE RESIDENCIAL BAIXA D;PLANALTO PAULISTA;;COMPANHIA BRASILEIRA DE DISTRIBUICAO;;AL  DOS GUATAS 01261 X AV. INDIANOPOLIS;07/12/2017;;;;;
Dezembro;SMUL/SEGUR-2        ;VILA MARIANA                  ;2017.23.769-00;2006-0.088.539-5;CERTIFICADO DE ACESSIBILIDADE;31/03/2006;045.064.0028-3;NR1-04; ZEU;Z4-007.;VL MARIANA;;BANCO DO BRASIL S/A;;AV  JABAQUARA 00424 ;11/12/2017;IDALMO RIBEIRO DE SOUSA;;;;
Dezembro;SMUL/SEGUR-3        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2017.23.101-00;2017-0.164.153-0;ALVARA DE AUTORIZACAO;31/10/2017;116.293.0088-7;NR2-08;;ZONA MISTA DE ALTA DENSIDADE - A.;JARDIM ARICANDUVA;;PONTO A EVENTOS LTDA-ME;;AV  RIO DAS PEDRAS 00555 ;01/12/2017;LUIZ CARLOS MARCATO;;;;
Dezembro;SMUL/SEGUR-3        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2017.24.037-00;2017-0.172.300-6;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;22/11/2017;055.374.0003-0;NR3-04; ZEUP;Z2.;VILA CARRAO;;AURORA DA ESTRELA CARDOSO - ME;;R   PADRE MANUEL BERNARDES 272 ;13/12/2017;RONALDO OCANA;;LUIZ LEME DOS SANTOS;;
Dezembro;SMUL/SEGUR-3        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2017.24.040-00;2017-0.175.817-9;ALVARA DE AUTORIZACAO;29/11/2017;054.158.0040-9;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - A.;TATUAPE;;SECRETARIA DE ESPORTES, LAZER E RECREACAO;;R   ELEONORA CINTRA 99999 ;13/12/2017;GIOVANNA FRANCOSO ALBINO;;;;
Dezembro;SMUL/SEGUR-3        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2017.24.933-00;2017-0.182.889-4;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;14/12/2017;056.156.0085-3;NR2-01;;Z3-110.;VILA GOMES CARDIM;;MOTT RESTAURANTE LTDA - EPP;;R   SERRA DE BOTUCATU 01933 ;21/12/2017;"JORGE ANGELO FANTONI; JORGE CUNHA";;;;
Dezembro;SMUL/SEGUR-3        ;BUTANTA                       ;2017.23.100-00;2017-0.164.717-2;ALVARA DE AUTORIZACAO;01/11/2017;082.517.0014-0;NR3-04;;ZONA DE OCUPACAO ESPECIAL.;BUTANTA;;TÁTICA - MARKETING ESPORTIVO EIRELI EPP;;AV  ESCOLA POLITECNICA 99999 USP;01/12/2017;JOSE EDUARDO DO NASCIMENTO;;;;
Dezembro;SMUL/SEGUR-3        ;BUTANTA                       ;2017.23.102-00;2017-0.168.031-5;ALVARA DE AUTORIZACAO;09/11/2017;200.058.0001-1;NR3-04; ZOE;Z8-AV8-017.;CIDADE JARDIM;;TATICA - MARKETING ESPORTIVO EIRELI - EPP;;AV  LINEU DE PAULA MACHADO 1263 JOCKEY CLUB /;01/12/2017;"RICARDO PERES FRACCAO; JOSE EDUARDO DO NASCIMENTO";;;;
Dezembro;SMUL/SEGUR-3        ;BUTANTA                       ;2017.23.848-00;2017-0.169.719-6;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;14/11/2017;159.306.0001-4;NR3-04;;ZONA MISTA DE PROTECAO AMBIENTAL.;JARDIM OLIMPIA;;CINEMARK BRASIL S/A SHOP. RAPOSO TAVARES;;VIA RAPOSO TAVARES 99999 KM 14,5  QUIOSQUI 5;11/12/2017;"LUIZ LEME DOS SANTOS; ARLINDO WU HON";;;;
Dezembro;SMUL/SEGUR-3        ;BUTANTA                       ;2017.24.930-00;2017-0.176.486-1;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;30/11/2017;101.634.0020-1;NR2-08;;Z8-CR2 LIND. Z18.;BUTANTA;;ASSOC. BRASIL D' A IGREJA DE JESUS CRISTO SANTOS D. ULT.DIAS;;AV  PROF FRANCISCO MORATO 02430 ;21/12/2017;"IVO GIORDANO ROMAN JUNIOR; FERNANDO JOSE VIEIRA";;;;
Dezembro;SMUL/SEGUR-3        ;CAPELA DO SOCORRO             ;2017.23.104-00;2017-0.165.660-0;ALVARA DE AUTORIZACAO;06/11/2017;162.051.0161-1;NR3-04;;Z2.;INTERLAGOS;;DENER MOTORSPORT PRODUÇÕES LTDA;;AV  INTERLAGOS 06295 ;01/12/2017;DAVID BERG;;DAVID BERG;;
Dezembro;SMUL/SEGUR-3        ;CAPELA DO SOCORRO             ;2017.24.041-00;2017-0.166.978-8;ALVARA DE AUTORIZACAO;08/11/2017;162.051.0161-1;NR3-04; ZOE;ZONA DE OCUPACAO ESPECIAL.;INTERLAGOS;;VICAR PROMOÇÕES DESPORTIVAS S.A.;;AV  INTERLAGOS 06295 ;13/12/2017;"ELTON DE ARAUJO AUGUSTO; DAVID BERG";;DAVID BERG;;
Dezembro;SMUL/SEGUR-3        ;CASA VERDE/ CACHOEIRINHA       ;2017.23.568-00;2017-0.164.939-6;ALVARA DE AUTORIZACAO;01/11/2017;306.079.0187-7;NR3-04;;Z2.;CASA VERDE;;ZUPI DESIGN EDITORA CULTURAL E ENTRETENIMENTO;;R   SAMARITA 230 C EVENTOS PRO MAGNO/;07/12/2017;;;WESLANIA PAULA DOS SANTOS;;
Dezembro;SMUL/SEGUR-3        ;CASA VERDE/ CACHOEIRINHA       ;2017.24.035-00;2017-0.175.045-3;ALVARA DE AUTORIZACAO;28/11/2017;306.079.0187-7;NR2-08;;Z2.;CASA VERDE;;PRO MAGNO EMPREENDIMENTOS E PARTICIPACOES S.A.;;R   SAMARITA 230 C EVENTOS PRO MAGNO/;13/12/2017;WESLANIA PAULA DOS SANTOS;;WESLANIA PAULA DOS SANTOS;;
Dezembro;SMUL/SEGUR-3        ;CASA VERDE/ CACHOEIRINHA       ;2017.24.036-00;2017-0.167.998-8;ALVARA DE AUTORIZACAO;09/11/2017;306.079.0187-7;NR3-04; ZDE-2;ZONA PREDOMINANTEMENTE INDUSTRIAL.;CASA VERDE;;OCEANO AZUL COSMÉTICOS LTDA;;R   SAMARITA 230 C EVENTOS PRO MAGNO/;13/12/2017;"ALBERTO DUARTE; WESLANIA PAULA DOS SANTOS";;WESLANIA PAULA DOS SANTOS;;
Dezembro;SMUL/SEGUR-3        ;CASA VERDE/ CACHOEIRINHA       ;2017.24.046-00;2017-0.169.732-3;ALVARA DE AUTORIZACAO;14/11/2017;306.079.0187-7;NR3-04;;ZONA PREDOMINANTEMENTE INDUSTRIAL.;CASA VERDE;;BRL EVENTOS EIRELI ME;;R   SAMARITA 230 C EVENTOS PRO MAGNO/;13/12/2017;CLAUDIO RODRIGUES BEDUSCKI;;;;
Dezembro;SMUL/SEGUR-3        ;CASA VERDE/ CACHOEIRINHA       ;2017.24.048-00;2017-0.177.627-4;ALVARA DE AUTORIZACAO;04/12/2017;306.079.0187-7;NR3-04;;ZONA PREDOMINANTEMENTE INDUSTRIAL.;CASA VERDE;;PRO MAGNO EMPREENDIMENTOS E PARTICIPACOES S.A.;;R   SAMARITA 230 C EVENTOS PRO MAGNO/;13/12/2017;CLAUDIO RODRIGUES BEDUSCKI;;;;
Dezembro;SMUL/SEGUR-3        ;ERMELINO MATARAZZO            ;2017.24.926-00;2017-0.151.357-5;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;02/10/2017;111.406.0023-1;NR2-08;;Z2.;ERMELINO MATARAZZO;;CONGREGACAO CRISTA NO BRASIL;;R   VICTORIA SIMIONATO 406 ;21/12/2017;"ROGERIO PEREIRA DA SILVA; HERIVAN VERISSIMO PERIM";;;;
Dezembro;SMUL/SEGUR-3        ;IPIRANGA                      ;2017.23.097-00;2017-0.164.836-5;ALVARA DE AUTORIZACAO;01/11/2017;040.074.0161-6;NR3-04;;Z2.;IPIRANGA;;SERVICO SOCIAL DO COMERCIO - SESC - ADMINISTRA;;AV  NAZARE 99999 PQ DA INDEPENDENCIA;01/12/2017;JOSE EDUARDO DO NASCIMENTO;;;;
Dezembro;SMUL/SEGUR-3        ;IPIRANGA                      ;2017.23.582-00;2017-0.163.688-0;ALVARA DE AUTORIZACAO;31/10/2017;158.011.0007-4;NR3-04; ZEP;Z8-018.;JABAQUARA;;CCXP EVENTOS LTDA;;AV  MIGUEL ESTEFNO 3900 SAO PAULO EXPO /;07/12/2017;"MIRIAM ASSUMPCAO MATERAGGIA; CAROLINA ASSUMPCAO MATERAGGIA";;;;
Dezembro;SMUL/SEGUR-3        ;IPIRANGA                      ;2017.24.923-00;2017-0.168.499-0;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;10/11/2017;040.199.0208-9;NR2-08;;Z2.;IPIRANGA;;MITRA ARQUIDIOCESANA DE SÃO PAULO;;R   DOUTOR MARIO VICENTE 001108 ;21/12/2017;"ISRAEL AVRUM MORDKO KLEIMBERG; CLICIA MARIA SANTOS LEITE";;;;
Dezembro;SMUL/SEGUR-3        ;LAPA                          ;2015.14.789-02;2017-0.169.202-0;APOSTILAMENTO DE ALVARA DE FUNCIONAMENTO DE LOCAL DE REUNIAO;13/11/2017;021.115.0001-1;NR3-04; ZM / ZEPEC;ZM                 SUBPREFEITURA LAPA.;BARRA FUNDA;;FUNDAÇÃO MEMORIAL DA AMERICA LATINA;;AV  AURO SOARES DE MOURA ANDRADE 00664 ;15/12/2017;"PAULO ARLINDO WERNECKE                                      ; MESAQUE MOTA BISPO";;;;
Dezembro;SMUL/SEGUR-3        ;LAPA                          ;2017.23.103-00;2017-0.173.313-3;ALVARA DE AUTORIZACAO;23/11/2017;021.115.0001-1;NR3-04;;Z4-067.;BARRA FUNDA;;VOGA BLT PROMOÇÕES E EVENTOS LTDA;;AV  AURO SOARES DE MOURA ANDRADE 00664 ;01/12/2017;MESAQUE MOTA BISPO;;;;
Dezembro;SMUL/SEGUR-3        ;LAPA                          ;2017.23.103-01;2017-0.173.313-3;APOSTILAMENTO DE ALVARA DE AUTORIZACAO;23/11/2017;021.115.0001-1;NR3-04; ZM;Z4-067.;BARRA FUNDA;;VOGA BLT PROMOÇÕES E EVENTOS LTDA;;AV  AURO SOARES DE MOURA ANDRADE 00664 ;07/12/2017;MESAQUE MOTA BISPO;;;;
Dezembro;SMUL/SEGUR-3        ;LAPA                          ;2017.23.571-00;2017-0.175.036-4;ALVARA DE AUTORIZACAO;28/11/2017;082.223.0002-4;NR3-04; ZDE-2;Z6-022.;JAGUARE;;CRS MUSIC PROMOÇOES E EVENTOS MUSICAIS LTDA EPP;;AV  JAGUARE 1485 1487  /;07/12/2017;"JOSE MANUEL DA COSTA VAZ; NAIARA ROBERTA ROSIN";;;;
Dezembro;SMUL/SEGUR-3        ;LAPA                          ;2017.23.572-00;2017-0.164.769-5;ALVARA DE AUTORIZACAO;01/11/2017;022.086.0269-2;NR3-04; ZOE;ZONA MISTA DE ALTA DENSIDADE - A.;AGUA BRANCA;;THE GROUP COMUNICAÇÃO LTDA;;R   PALESTRA ITALIA 2014 GINASIO POLIESP. /;07/12/2017;"MARCOS ROGERIO CASADEI                                      ; FABIO ROBERTO FERREIRA PINTO; VICENZO ZARATIN";;VICENZO ZARATIN;;
Dezembro;SMUL/SEGUR-3        ;LAPA                          ;2017.23.573-00;2017-0.167.300-9;ALVARA DE AUTORIZACAO;08/11/2017;021.012.0120-8;NR3-04;;Z2.;AGUA BRANCA;;ABACAI CULTURA E ARTE;;AV  FRANCISCO MATARAZZO 00455 ;07/12/2017;DAVIDSON ULLMANN RICARDO;;;;
Dezembro;SMUL/SEGUR-3        ;LAPA                          ;2017.23.705-00;2017-0.165.550-7;ALVARA DE AUTORIZACAO;06/11/2017;082.223.0002-4;NR3-04; ZDE-2;ZONA MISTA DE ALTA DENSIDADE - A.;JAGUARE;;INNER ENTERPRISES PRODUÇÕES & EVENTOS LTDA;;AV  JAGUARE 1485 1487  /;08/12/2017;MESAQUE MOTA BISPO;;MESAQUE MOTA BISPO;;
Dezembro;SMUL/SEGUR-3        ;LAPA                          ;2017.24.033-00;2017-0.173.945-0;ALVARA DE AUTORIZACAO;24/11/2017;021.115.0001-1;NR3-04;;Z4-067.;BARRA FUNDA;;INSTITUTO VICERE;;AV  AURO SOARES DE MOURA ANDRADE 00664 ;13/12/2017;JOSE EDUARDO DO NASCIMENTO;;;;
Dezembro;SMUL/SEGUR-3        ;LAPA                          ;2017.24.034-00;2017-0.167.776-4;ALVARA DE AUTORIZACAO;09/11/2017;011.159.0003-1;NR2-08;;ZONA EXCLUSIVAMENTE RESIDENCIAL BAIXA D;PERDIZES;;SILVER BACKY EIRELI ME;;PC  IRMAOS KARMAM 000 ;13/12/2017;FLAVIO AMERICO CURTO JACOME DA PAZ;;;;
Dezembro;SMUL/SEGUR-3        ;LAPA                          ;2017.24.049-00;2017-0.168.958-4;ALVARA DE AUTORIZACAO;13/11/2017;022.086.0269-2;NR3-04;;Z2.;AGUA BRANCA;;T4F ENTRETENIMENTO S/A;;R   PALESTRA ITALIA 2014 GINASIO POLIESP. /;13/12/2017;ANTONIO CRUVINEL;;;;
Dezembro;SMUL/SEGUR-3        ;LAPA                          ;2017.24.264-00;2017-0.169.202-0;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;13/11/2017;021.115.0001-1;NR3-04; ZM / ZEPEC;ZM                 SUBPREFEITURA LAPA.;BARRA FUNDA;;FUNDAÇÃO MEMORIAL DA AMERICA LATINA;;AV  AURO SOARES DE MOURA ANDRADE 00664 ;15/12/2017;;;;;
Dezembro;SMUL/SEGUR-3        ;LAPA                          ;2017.24.931-00;2017-0.177.722-0;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;04/12/2017;082.230.0056-3;NR2-08;;Z6-022.;JAGUARE;;ASSOCIAÇÃO UNIF. PAULISTA DE ENS. REN. OBJ. ASSUPERO;;AV  TORRES DE OLIVEIRA 00330 ;21/12/2017;"OSWALDO PEREIRA BARBOSA; CARLOS ALBERTO FONTES";;;;
Dezembro;SMUL/SEGUR-3        ;LAPA                          ;2017.24.936-00;2017-0.180.337-9;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;08/12/2017;082.227.0017-0;NR3-04;;Z6-022.;JAGUARE;;BUSINESS SOLUTIONS LOCAÇÃO E EVENTOS LTDA - ME;;AV  GONCALO MADEIRA 209 ;21/12/2017;"MARIA LUIZA SERRA CASTILHO; CAIO AUGUSTO SERRA CASTILHO";;;;
Dezembro;SMUL/SEGUR-3        ;MOOCA                         ;2017.23.095-00;2017-0.169.941-5;ALVARA DE AUTORIZACAO;14/11/2017;003.061.0002-9;NR3-04; ZM;ZONA MISTA DE ALTA DENSIDADE - B.;MOOCA;;LUCAS AMORIM DE SOUZA;;R   DA MOOCA 1415 N.1375, 1483, 1487 /;01/12/2017;NAIARA ROBERTA ROSIN;;NAIARA ROBERTA ROSIN;;
Dezembro;SMUL/SEGUR-3        ;MOOCA                         ;2017.23.095-01;2017-0.169.941-5;APOSTILAMENTO DE ALVARA DE AUTORIZACAO;14/11/2017;003.061.0002-9;NR3-04; ZM / ZEPEC;ZONA MISTA DE ALTA DENSIDADE - B.;MOOCA;;LUCAS AMORIM DE SOUZA;;R   DA MOOCA 1415 N.1375, 1483, 1487 /;13/12/2017;NAIARA ROBERTA ROSIN;;;;
Dezembro;SMUL/SEGUR-3        ;MOOCA                         ;2017.23.579-00;2017-0.174.933-1;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;28/11/2017;062.120.0126-1;NR3-04; ZEUP;ZONA DE CENTRALIDADE POLAR - A.;TATUAPE;;IGREJA APOSTOLICA;;R   BAGUARI 00144 146 158 E 182F;07/12/2017;;;;;
Dezembro;SMUL/SEGUR-3        ;MOOCA                         ;2017.24.039-00;2017-0.172.243-3;ALVARA DE AUTORIZACAO;22/11/2017;018.039.0028-8;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - B.;CANINDE;;GOVERNO DO ESTADO DE SAO PAULO;;AV  CRUZEIRO DO SUL 00260 ;13/12/2017;VICENZO ZARATIN;;;;
Dezembro;SMUL/SEGUR-3        ;MOOCA                         ;2017.24.801-00;2017-0.176.851-4;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;01/12/2017;025.057.0574-7;NR3-04;;Z2.;BRAS;;IGREJA EVANGELICA ASSEMBLEIA DE DEUS;;AV  CELSO GARCIA 000560 ;20/12/2017;VANESSA SALLUM CUNHA;;;;
Dezembro;SMUL/SEGUR-3        ;PENHA                         ;2017.23.583-00;2017-0.174.461-5;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;27/11/2017;060.274.0297-0;NR3-04;;Z2.;PENHA;;IGREJA BATISTA EM VILA SALETE;;R   SAO FLORENCIO 00043 ;07/12/2017;"MARCOS DE SOUZA; SERGIO FRANCISCO DE SOUZA";;;;
Dezembro;SMUL/SEGUR-3        ;PENHA                         ;2017.24.783-00;2017-0.164.117-4;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;31/10/2017;061.015.0118-3;NR2-08;;ZONA DE CENTRALIDADE POLAR - B.;PENHA;;CONGREGACAO CRISTA NO BRASIL;;R   CAPITAO JOAO CESARIO 160 ;20/12/2017;ROGERIO PEREIRA DA SILVA;;;;
Dezembro;SMUL/SEGUR-3        ;PINHEIROS                     ;2017.23.577-00;2017-0.175.298-7;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;28/11/2017;299.101.0072-8;NR2-08; ZM;ZONA MISTA DE MEDIA DENSIDADE.;VILA OLIMPIA;;LODUTTI PROMOÇÕES E EVENTOS LTDA;;R   GOMES DE CARVALHO 673 ;07/12/2017;;;;;
Dezembro;SMUL/SEGUR-3        ;PINHEIROS                     ;2017.24.925-00;2017-0.174.601-4;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;27/11/2017;299.078.0043-9;NR2-01;;ZONA MISTA DE MEDIA DENSIDADE.;VLOLIMPIA;;DUKKE ENTRETENIMENTO LTDA;;AV  DOUTOR CARDOSO DE MELO 001765 ;21/12/2017;;;;;
Dezembro;SMUL/SEGUR-3        ;PINHEIROS                     ;2017.24.927-00;2017-0.177.213-9;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;01/12/2017;015.060.0063-0;NR2-08;;Z3-145.;PINHEIROS;;SWSP CHOPERIA LTDA;;R   DOS PINHEIROS 01275 ;21/12/2017;EDISON VAZ MELONIO;;;;
Dezembro;SMUL/SEGUR-3        ;PINHEIROS                     ;2017.25.009-00;2016-0.235.870-9;ALVARA DE FUNCIONAMENTO DE LOCAL DE REUNIAO;19/10/2016;299.093.0318-1;NR2-01; ZM;ZONA MISTA DE MEDIA DENSIDADE.;VILA OLIMPIA;;INOVARE EVENTOS E PARTICIPAÇÕES LTDA;;R   CASA DO ATOR 577 ;26/12/2017;CLAUDIO DESONTINI;;;;
Dezembro;SMUL/SEGUR-3        ;PIRITUBA                      ;2017.24.047-00;2017-0.177.562-6;ALVARA DE AUTORIZACAO;04/12/2017;124.146.0008-9;NR2-08;;Z2.;SAO DOMINGOS;;EDEMIR GUILHERME DA SILVA - ME;;ES  TURISTICA DO JARAGUA 00840 LT 23 QD 2;13/12/2017;"LUIZ CARLOS MARCATO; ANDRE EIRA IAGUE";;;;
Dezembro;SMUL/SEGUR-3        ;SANTANA/ TUCURUVI              ;2017.23.576-00;2017-0.174.509-3;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;27/11/2017;070.040.0005-2;NR3-04; ZEPAM;ZONA NAO DEFINIDA.;TREMEMBE;;CLUBE DOS OFICIAIS DA POLICIA MILITAR DO ESTADO DE;;R   MAMUD RAHD 000973 ;07/12/2017;;;;;
Dezembro;SMUL/SEGUR-3        ;SANTANA/ TUCURUVI              ;2017.24.042-00;2017-0.167.925-2;ALVARA DE AUTORIZACAO;09/11/2017;073.284.0002-1;NR3-04;;Z8-006.;SANTANA;;R & C EVENTOS PROMOÇÕES E PUBLICIDADE S LTDA;;AV  OLAVO FONTOURA 1209 PAV. DE EXPOSICOES;13/12/2017;JOSE ROBERTO MENDES;;;;
Dezembro;SMUL/SEGUR-3        ;SANTANA/ TUCURUVI              ;2017.24.045-00;2017-0.170.580-6;ALVARA DE AUTORIZACAO;16/11/2017;073.284.0002-1;NR3-04;;ZONA ESPECIAL DE PRESERVACAO CULTURAL.;SANTANA;;GREMIO RECR.CULTURAL DE SAMBA DRAGOES DA REAL;;AV  OLAVO FONTOURA 1209 PAV. DE EXPOSICOES;13/12/2017;KELSON RIBEIRO JACINTO;;;;
Dezembro;SMUL/SEGUR-3        ;SANTANA/ TUCURUVI              ;2017.24.805-00;2017-0.169.736-6;ALVARA DE AUTORIZACAO;14/11/2017;073.284.0002-1;NR3-04;;ZONA DE OCUPACAO ESPECIAL.;SANTANA;;AR FAST FOOD DO BRASIL LTDA-EPP;;AV  OLAVO FONTOURA 1209 PAV. DE EXPOSICOES;20/12/2017;CLAUDIO RODRIGUES BEDUSCKI;;;;
Dezembro;SMUL/SEGUR-3        ;SANTANA/ TUCURUVI              ;2017.24.928-00;2017-0.176.273-7;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;30/11/2017;073.283.0004-3;NR3-04;;Z8-006.;SANTANA;;SAO PAULO TURISMO S/A;;AV  OLAVO FONTOURA 1209 PAV.EXPOSIC. ANHEMBI;21/12/2017;"FRANCISCO JOSE AMANTEA                                      ; MATHEUS HIDEO ERBANO; LUIS GASPAR MANZONI RIGONI";;;;
Dezembro;SMUL/SEGUR-3        ;SANTANA/ TUCURUVI              ;2017.24.932-00;2017-0.176.264-8;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;30/11/2017;073.284.0002-1;NR3-04;;Z8-006.;SANTANA;;SAO PAULO TURISMO S/A;;AV  OLAVO FONTOURA 1209 PAV. DE EXPOSICOES;21/12/2017;"FRANCISCO JOSE AMANTEA                                      ; MATHEUS HIDEO ERBANO; LUIS GASPAR MANZONI RIGONI";;;;
