Mês;Unidade;Subprefeitura;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades"
novembro;SEL/GTEC            ;PINHEIROS                     ;2016.23.554-00;2003-1.040.405-0;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;31/10/2003;;"S1.1; C1.1; R1";;Z9-021.;VILA MADALENA;;OSVALDO PENHA;390,00;R   DELFINA 94 ;09/11/2016;;;;;
novembro;SEL/GTEC            ;SAO MATEUS                    ;2016.24.983-00;2003-1.064.644-4;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;24/11/2003;;E2.6;;Z3-183.;SAO MATEUS;;PEDRO FERNANDES GARCIA E OUTRO;320,00;AV  MARIA CURSI 960 966;28/11/2016;REGINALDA DOS SANTOS CAJA;;;;
novembro;SEL/GTEC            ;SE                            ;2016.23.115-00;2003-1.058.566-6;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;24/11/2003;;S2.1;;Z4-032.;LIBERDADE;;SERRA DO FEITAL S/A AGRO PASTORIL;344,00;R   BARAO DE IGUAPE 00135 ;04/11/2016;EDUARDO MIDEGA;;;;
novembro;SEL/GTEC            ;SE                            ;2016.23.120-00;2004-1.010.682-4;AUTO DE REGULARIZACAO LEI N:13.558/2003;17/12/2004;;"E2.5; S2.1";;Z2.;REPUBLICA;;DAVID MARTINS DE MIRANDA;377,00;AV  DUQUE DE CAXIAS 00958 962;04/11/2016;OMAR DE CASTRO;;;;
novembro;SEL/GTEC            ;SE                            ;2016.24.368-00;2003-1.013.814-7;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;10/09/2003;;S2.4;;Z3-079.;BOM RETIRO;;SOCIEDADE PEQUENO JESUS;859,45;R   JAVAES 000197 ;21/11/2016;;;;;
novembro;SEL/GTEC            ;SE                            ;2016.24.980-00;2003-1.058.552-6;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;24/11/2003;;"R202; C2.8";;Z4-029.;CONSOLACAO;;SERRA DO FEITAL S/A AGRO PASTORIL E LATICINIOS;1.825,56;R   FREI CANECA 00348 356;28/11/2016;EDUARDO MIDEGA;;;;
novembro;SEL/GTEC            ;VILA MARIA/ VILA GUILHERME     ;2016.23.045-00;2003-1.061.364-3;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;24/11/2003;;"S2; C1";;Z2.;VILA MEDEIROS;;ANDERSON PAULO DA SILVA NEVES;241,59;AV  JARDIM JAPAO 000231 215 233;03/11/2016;;;;;
novembro;SEL/GTEC            ;VILA MARIANA                  ;2016.16.226-01;2016-0.246.406-1;APOSTILAMENTO DE AUTO DE REGULARIZACAO;04/11/2016;;S2.7;;Z2.;VILA MARIANA;;ROQUE VICENTE SINISCALCO;460,00;R   VERGUEIRO 02435 ;25/11/2016;;;;;
novembro;SEL/GTEC            ;VILA MARIANA                  ;2016.24.005-00;2003-1.030.779-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;29/09/2003;;"C2; S2";;Z2.;CHACARA KLABIN;;FERNANDO PESTANA FERNANDES;582,00;AV  PREFEITO FABIO PRADO 01086 1088;16/11/2016;RICARDO JOSE BARRETO DE ARAUJO;;;;
novembro;SEL/GTEC            ;VILA PRUDENTE                 ;2016.23.124-00;2003-1.033.754-9;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;03/10/2003;;C2.3;;Z2.;VILA PRUDENTE;;AZ EMPREENDIMENTOS IMOBILIÁRIOS LTDA;10.046,17;AV  VILA EMA 1370 ;04/11/2016;SERGIO ANTONIO MARRA;;;;
novembro;SEL/GTEC            ;VILA PRUDENTE                 ;2016.23.571-00;2004-1.004.472-1;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;18/11/2004;;"R; C2.5";;Z2.;VILA PRUDENTE;;REMO BERNADINO PICA;3.128,00;R   ITANHAEM 00640 ;09/11/2016;;;;;
novembro;SEL/GTEC-1          ;CIDADE ADEMAR                 ;2016.23.476-00;2003-1.027.464-4;AUTO DE REGULARIZACAO LEI N:13.558/2003;24/09/2003;;S3.1;;Z2.;JD CUPECE;;DHARMA ADMINISTRACAO DE BENS LTDA;498,90;R   GERALDO MARTINS SANTANA 41 ;08/11/2016;;;;;
novembro;SEL/GTEC-1          ;IPIRANGA                      ;2016.23.987-00;2003-1.004.738-9;AUTO DE REGULARIZACAO LEI N:13.558/2003;06/08/2003;;I1;;Z4-046.;MOINHO VELHO;;FAUZE JORGE NICOLA;480,00;R   ABAUNA 00093 87;16/11/2016;SERGIO ANTONIO MARRA;;;;
novembro;SEL/GTEC-1          ;MOOCA                         ;2016.22.928-00;2003-1.027.331-1;AUTO DE REGULARIZACAO LEI N:13.558/2003;24/09/2003;;I2;;Z6-031.;MOOCA;;FERROLENE S/A IND E COM DE METAIS;9.100,00;R   CADIRIRI 00851 ;01/11/2016;SERGIO DE OLIVEIRA FRISO;;;;
novembro;SEL/GTEC-1          ;PENHA                         ;2016.23.703-00;2003-1.032.328-9;AUTO DE REGULARIZACAO LEI N:13.558/2003;30/09/2003;;S2.2;;Z3-080.;PENHA;;CRAVERO EMPREENDIMENTOS E PARTICIPACOES LTDA;400,00;R   PADRE BENEDITO DE CAMARGO 00394 396;10/11/2016;MARIANA ARAUJO ROGGERO;;;;
novembro;SEL/GTEC-1          ;SANTO AMARO                   ;2016.23.986-00;2003-1.031.089-6;AUTO DE REGULARIZACAO LEI N:13.558/2003;29/09/2003;;E2.1;;Z6-044.;SANTO AMARO;;LUCIA REGINA C.PRADO;400,00;R   DESEM  BANDEIRA DE MELLO 00468 ;16/11/2016;MARCOS ALBERTO DA SILVA;;;;
novembro;SEL/GTEC-1          ;VILA MARIANA                  ;2016.22.929-00;2003-1.018.902-7;AUTO DE REGULARIZACAO LEI N:13.558/2003;18/09/2003;;S2;;Z2.;JD. PAULISTA;;CASA BELA LOCAÇÃO DE IMÓVEIS E PARTICIPAÇÕES LTDA.;894,00;R   ESTADO DE ISRAEL 00975 ;01/11/2016;RODRIGO PEREIRA LIMA;;;;
novembro;SEL/GTEC-1          ;VILA MARIANA                  ;2016.23.705-00;2003-1.056.691-2;AUTO DE REGULARIZACAO LEI N:13.558/2003;21/11/2003;;S2.8;;Z2.;SAUDE;;FLAVIO EDUARDO CALLIGURI;500,00;R   GENERAL CHAGAS SANTOS 00617 ;10/11/2016;CELSO DAMICO;;;;
novembro;SEL/PARHIS/G        ;ITAQUERA                      ;2016.24.910-00;2015-0.106.268-5;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;27/04/2015;;EHMP;;Z2.;66;959,35;PERSONALE CONSTRUTORA E INCORPORADORA LTDA;650,00;R     FRANCISCO RODRIGUES SECKLER 00660 668 678;28/11/2016;FABIO GARCIA FIGUEIREDO;;FABIO GARCIA FIGUEIREDO;;B: 1 P: 2 U: 10
novembro;SEL/PARHIS/G        ;PENHA                         ;2016.23.995-00;2013-0.253.975-9;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;03/09/2013;;H.M.P;;Z2.;VILA RE;893,81;PETERSON FARIA TRIPANS E OUTRO;500,00;R   SAO SEVERO 00743 ;16/11/2016;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 2 U: 0
novembro;SEL/PARHIS/G        ;VILA MARIA/ VILA GUILHERME     ;2016.23.109-00;2014-0.295.500-2;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;20/10/2014;;H.M.P;;Z2.;VILA LEONOR;1.718,69;VISTA VILA GUILHERME EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;1.000,00;R   GURINHEM 00068 ;04/11/2016;ODAIR CORDEIRO VAZ;;ODAIR CORDEIRO VAZ;;B: 1 P: 2 U: 20
novembro;SEL/PARHIS-1        ;CAMPO LIMPO                   ;2016.23.524-00;2016-0.054.915-9;ALVARA DE REMEMBRAMENTO E DESDOBRO DE LOTE;08/03/2016;;;;  ;VILA ANDRADE;;PLANO MANGUEIRA EMPREENDIMENTOS IMOBILIARIOS LTDA;5.394,50;R   CANTORI 000012 42;09/11/2016;RODRIGO FAIRBANKS VON UHLENDORFF;;RODRIGO SOBREIRO;;
novembro;SEL/PARHIS-1        ;CAMPO LIMPO                   ;2016.23.547-00;2016-0.054.915-9;ALVARA DE APROVACAO DE EDIFICACAO NOVA;08/03/2016;;"HIS 2; H.M.P; R2V";;Z2.;VILA ANDRADE;;PLANO MANGUEIRA EMPREENDIMENTOS IMOBILIARIOS LTDA;5.394,50;R   CANTORI 000012 42;09/11/2016;RODRIGO FAIRBANKS VON UHLENDORFF;;RODRIGO SOBREIRO;;
novembro;SEL/PARHIS-1        ;CASA VERDE/ CACHOEIRINHA       ;2016.24.233-00;2016-0.099.668-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;29/04/2016;;"HIS 2; NR1";;ZONA ESPECIAL DE INTERESSE SOCIAL - 1.;CACHOEIRINHA;327,09;NELSON MACARRONI                                  ;220,21;R   RANGEL DE ALMEIDA 99999 ;18/11/2016;VITOR BASILE;;VITOR BASILE;;B: 1 P: 2 U: 4
novembro;SEL/PARHIS-1        ;CIDADE ADEMAR                 ;2016.19.990-01;2016-0.010.998-1;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;15/01/2016;;HIS 2;;PI 0001   PERIMETRO INCENTIVO CUPECE   ;JD MIRIAM;274,15;TRMG EMPREENDIMENTOS IMOBILIARIOS LTDA.;250,00;R   JORGE LOPES ALONSO 000000 ;10/11/2016;;;;;B: 1 P: 2 U: 5
novembro;SEL/PARHIS-1        ;ERMELINO MATARAZZO            ;2016.24.001-00;2016-0.045.242-2;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;25/02/2016;;H.I.S;;ZONA MISTA DE MEDIA DENSIDADE.;VILA UNIAO;674,78;EDUARDO DE OLIVEIRA BRITO;251,00;R   ANTONIO OLIMPIO 00376 ;16/11/2016;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 4 U: 9
novembro;SEL/PARHIS-1        ;IPIRANGA                      ;2014.26.213-01;2016-0.228.537-0;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;07/10/2016;;HIS;;Z2.;SACOMA;1.269,29;SALEGY EMPREENDIMENTOS IMOBILIARIOS LTDA;1.785,72;R   ANTONIO LAMAS 000183 ;18/11/2016;;;;;
novembro;SEL/PARHIS-1        ;ITAQUERA                      ;2016.23.512-00;2015-0.338.084-6;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;18/12/2015;;HIS 2;;Z2.;ITAQUERA;;SANTA CRUZ EMPREENDIMENTOS E PARTICIPACOES SPE LTDA EPP;;R   SANTA CRUZ DO PIAUI 00161 LT 13 QD 54;09/11/2016;ODETE DOS SANTOS;;ODETE DOS SANTOS;;
novembro;SEL/PARHIS-1        ;PENHA                         ;2016.15.230-01;2012-0.268.290-8;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;17/09/2012;;HIS 1;;ZEIS-2      1004    SUBPREFEITURA 21.;CANGAIBA;26.501,60;COMPANHIA METROPOLITANA DE HABITACAO DE SAO PAULO;9.784,00;R   LAURO DE FREITAS 000000 ;04/11/2016;;;;;"B: 4 P: 12 U: 76; B: 2 P: 12 U: 75"
novembro;SEL/PARHIS-1        ;PENHA                         ;2016.23.509-00;2016-0.014.519-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;20/01/2016;;HIS 2;;Z2.;VILA MATILDE;766,04;VENUS INCORPORADORA SPE LTDA;400,00;R   VINTE E NOVE DE OUTUBRO 43 ;09/11/2016;MARCO ANTONIO DIAS PINTO;;MARCO ANTONIO DIAS PINTO;;B: 1 P: 3 U: 19
novembro;SEL/PARHIS-1        ;PENHA                         ;2016.23.999-00;2014-0.178.308-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;30/06/2014;;H.I.S;;Z2.;VL RE;1.095,00;PANGAUA 376 INCORPORACOES E EMPREENDIMENTOS IM;600,00;R   PANGAUA 00376 ;16/11/2016;ODETE DOS SANTOS;;ODETE DOS SANTOS;;B: 1 P: 2 U: 13
novembro;SEL/PARHIS-1        ;PENHA                         ;2016.24.000-00;2016-0.033.693-7;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;12/02/2016;;HIS 2;;Z2.;CID PATRIARCA;932,33;RODOLFO FERNANDES VASQUES;390,00;R   CONCEICAO DO ARAGUAIA 00169 ;16/11/2016;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 3 U: 15
novembro;SEL/PARHIS-1        ;PENHA                         ;2016.24.225-00;2015-0.329.515-6;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;10/12/2015;;HIS 2;;Z2.;PENHA;1.055,07;TATIANA YUKA KAGAMIDA GUCAO;400,00;R   NAME 00083 A VL RE;18/11/2016;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 3 U: 15
novembro;SEL/PARHIS-1        ;PENHA                         ;2016.24.229-00;2015-0.140.281-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;29/05/2015;;HIS 2;;Z2.;VILA NHOCUNE;697,38;WAGNER RUBIRA ROMERA;300,90;R   ALVES MALDONADO 00025 ;18/11/2016;ODETE DOS SANTOS;;ODETE DOS SANTOS;;B: 1 P: 3 U: 12
novembro;SEL/PARHIS-1        ;PENHA                         ;2016.24.237-00;2015-0.205.451-1;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;06/08/2015;;HIS 2;;Z2.;VILA MATILDE;1.225,03;ANDRE AUGUSTO MORAES SILVA;681,10;R   CORONEL PEDRO DIAS DE CAMPOS 00778 ;18/11/2016;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 4 U: 28
novembro;SEL/PARHIS-1        ;PENHA                         ;2016.24.312-00;2015-0.213.958-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;14/08/2015;;HIS 2;;Z2.;PENHA;288,84;THOR INCORPORADORA E CONSTRUTORA S/A;367,50;R   SAO DEMETRIO 00079 ;21/11/2016;ODETE DOS SANTOS;;ODETE DOS SANTOS;;B: 1 P: 2 U: 6
novembro;SEL/PARHIS-1        ;PENHA                         ;2016.24.937-00;2015-0.167.798-1;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;26/06/2015;;H.I.S;;Z2.;VILA MATILDE;503,43;RESIDENCIAL RICARDO BUTARELLO CONSTRUCOES IMOBILIA;304,20;R   JAGUARIAIVA 00155 ;28/11/2016;ODETE DOS SANTOS;;ODETE DOS SANTOS;;B: 1 P: 2 U: 0
novembro;SEL/PARHIS-1        ;PERUS                         ;2016.23.996-00;2015-0.143.892-8;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;02/06/2015;;"R2V; HIS 2";;Z9-045.;JD ADELFIORE;;ADELFIORE PARTIC EMPREENDIMENTOS E CONSTRUCOES;;R   DEDALION 000474 LOTE 1A;16/11/2016;HERCY MARTINS COSTA;;"RUBIO & LUONGO ARQUITETURA LIMITADA                         ; DEMOSTHENES MAGNO SANTOS";;
novembro;SEL/PARHIS-1        ;PERUS                         ;2016.24.738-00;2015-0.143.889-8;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;02/06/2015;;"R2V; HIS 2";;Z9-045.;JD ADELFIORE;;ADELFIORE PARTIC EMPREENDIMENTOS E CONSTRUCOES LTDA - ME;;R   DEDALION 576 LT 24 QD E;24/11/2016;HERCY MARTINS COSTA;;"DEMOSTHENES MAGNO SANTOS; RUBIO & LUONGO ARQUITETURA LIMITADA";;
novembro;SEL/PARHIS-1        ;PIRITUBA                      ;2016.22.687-01;2011-0.330.412-3;APOSTILAMENTO DE ALVARA DE LOTEAMENTO;22/11/2011;;;;Z2.;PIRITUBA;;ESPOLIO DE JOSE ALVARO PEREIRA LEITE E OUTROS;102.700,47;R   BRIG GODINHO DOS SANTOS 000000 VILA BOACAVA;08/11/2016;;;;;
novembro;SEL/PARHIS-1        ;SANTANA/ TUCURUVI              ;2016.24.220-00;2014-0.066.623-2;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;10/03/2014;;"HIS; H.M.P; R2V; NR1";;ZONA DE CENTRALIDADE POLAR - B.;PRQ VITORIA;19.092,78;FERNANDA FERRAZ DAL LAGO;2.712,79;AV  MAESTRO VILLA-LOBOS 778 ;18/11/2016;HERCY MARTINS COSTA;;RUBIO & LUONGO ARQUITETURA LIMITADA;;B: 1 P: 28 U: 238
novembro;SEL/PARHIS-1        ;SANTANA/ TUCURUVI              ;2016.24.220-01;2014-0.066.623-2;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;10/03/2014;;"HIS; H.M.P; R2V; NR1";;ZONA DE CENTRALIDADE POLAR - B.;PRQ VITORIA;19.092,78;FERNANDA FERRAZ DAL LAGO;2.712,79;AV  MAESTRO VILLA-LOBOS 778 ;28/11/2016;;;;;"B: 1 P: 28 U: 238; B: 1 P: 0 U: 2"
novembro;SEL/PARHIS-1        ;SANTO AMARO                   ;2016.23.719-00;2012-0.338.921-0;ALVARA DE DESDOBRO DE LOTE;04/12/2012;;;;  ;CAMPOO BELO;;CIA DESENV HABITAC E URBANO DO EST SAO PAULO CDHU;7.470,26;AV  WASHINGTON LUIS 99999 ;10/11/2016;SERGIO ARTUR DE SOUZA CAMPOS;;MARISTELA MIGUEL LOPEZ;;
novembro;SEL/PARHIS-1        ;SANTO AMARO                   ;2016.23.739-00;2012-0.338.921-0;ALVARA DE APROVACAO DE EDIFICACAO NOVA;04/12/2012;;HIS;;  ;CAMPOO BELO;34.910,02;CIA DESENV HABITAC E URBANO DO EST SAO PAULO CDHU;7.470,26;AV  WASHINGTON LUIS 99999 ;10/11/2016;SERGIO ARTUR DE SOUZA CAMPOS;;MARISTELA MIGUEL LOPEZ;;
novembro;SEL/PARHIS-1        ;SAO MATEUS                    ;2016.08.508-02;2016-0.237.036-9;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;20/10/2016;;R2H-01;;Z9-009.;JARDIM BANDEIRANTE;263,09;EMERSON PIOVEZAN;269,20;R   CELSO BETIM 099999 QDA 3 LOTE 31;04/11/2016;;;;;B: 1 P: 2 U: 3
novembro;SEL/PARHIS-1        ;SE                            ;2013.15.747-02;2016-0.191.282-6;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;23/08/2016;;"H.I.S; NR2"; ZEIS-3/C187;ZONA DE CENTRALIDADE POLAR - B.;CENTRO;;UNIAO-SUPERINTENDENCIA DO PATRIMONIO DA UNIAO SP;520,00;AV  IPIRANGA 01225 1235;16/11/2016;ADELCKE ROSSETTO NETTO;;ADELCKE ROSSETTO NETTO;;B: 1 P: 15 U: 120
novembro;SEL/PARHIS-2        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.23.381-00;2014-0.075.163-9;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;18/03/2014;;H.M.P; ZM-3A;Z2.;VL FORMOSA;659,37;GALEDA INCORPORADORA LTDA;583,00;R   TAUANDE 000240 ;08/11/2016;EDUARDO AFONSO PORTAS;;EDUARDO AFONSO PORTAS;;B: 1 P: 2 U: 9
novembro;SEL/PARHIS-2        ;CAMPO LIMPO                   ;2016.23.633-00;2014-0.121.725-3;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;30/04/2014;;H.M.P;;Z2.;CAMPO LIMPO;6.228,17;MARIA ZAMIRA MENDES RIANHO E OUTRO;2.810,00;R   QUIPA 00246 262 280;10/11/2016;ATTILA KALMAN FENYVESI;;ATTILA KALMAN FENYVESI;;"B: 1 P: 9 U: 53; B: 1 P: 9 U: 53"
novembro;SEL/PARHIS-2        ;ERMELINO MATARAZZO            ;2016.23.037-00;2015-0.320.951-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;02/12/2015;;EHMP;;Z2.;JD MATARAZZO;187,96;IRINEU CAUSIN;341,50;R   CANELA DE ARACUAN 00008 ;03/11/2016;ODETE DOS SANTOS;;ODETE DOS SANTOS;;B: 1 P: 2 U: 3
novembro;SEL/PARHIS-2        ;ERMELINO MATARAZZO            ;2016.24.908-00;2013-0.226.234-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;09/08/2013;;H.M.P; ZM-3A/003;Z2.;VILA FRUGOLI;461,26;AGAPPE CONSTRUCOES E EMPREENDIMENTOS IMOBILIARIOS LTDA - EPP;300,00;R   PROFESSOR JOSE DE BARROS PINTO 00126 126;28/11/2016;EVANDRO PACHECO JANUARIO;;;;B: 1 P: 2 U: 5
novembro;SEL/PARHIS-2        ;GUAIANASES                    ;2012.41.737-02;2016-0.250.305-9;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;09/11/2016;;H.M.P;;Z2.;LAJEADO;3.378,45;ALTOS DE CURUCA EMPREENDIMENTO IMOBILIARIO SPE;2.040,00;R   PEDRO DE CAMPOS TOURINHO 000045 ;30/11/2016;;;;;"B: 3 P: 5 U: 20; B: 1 P: 1 U: 0"
novembro;SEL/PARHIS-2        ;GUAIANASES                    ;2016.82.954-01;2016-0.250.305-9;APOSTILAMENTO DO CERTIFICADO DE CONCLUSAO;09/11/2016;;H.M.P;;;LAJEADO;3.378,45;ALTOS DE CURUCA EMPREENDIMENTO IMOBILIARIO SPE;2.040,00;R   PEDRO DE CAMPOS TOURINHO 000045 ;30/11/2016;;;;;
novembro;SEL/PARHIS-2        ;ITAQUERA                      ;2016.23.033-00;2015-0.028.039-5;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;03/02/2015;;EHMP; ZCP-A/003;Z2.;PDA XV DE NOVEMBRO;;CRIATIVA CONSTRUCAO E INCORPORACAO LTDA;;R   RENZO BALDINI 00460 ;03/11/2016;ANA PAULA DE OLIVEIRA BREGGI;;ANA PAULA DE OLIVEIRA BREGGI;;
novembro;SEL/PARHIS-2        ;ITAQUERA                      ;2016.23.203-00;2015-0.290.197-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;29/10/2015;;H.M.P; ZM-2;Z2.;CIDADE A.E. CARVALHO;278,37;SHIMPO CONSTRUTORA E INCORPORADORA LTDA           ;300,00;R   TUBUNA 00107 ;07/11/2016;EDUARDO AFONSO PORTAS;;EDUARDO AFONSO PORTAS;;B: 1 P: 2 U: 0
novembro;SEL/PARHIS-2        ;ITAQUERA                      ;2016.24.019-00;2014-0.242.904-1;RECONSIDERACAO DE DESPACHO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;29/08/2014;;EHMP; ZCP-A/003;Z3-085.;ITAQUERA;;FABIO PASQUINO;;R   RENZO BALDINI 000410 ;17/11/2016;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;
novembro;SEL/PARHIS-2        ;PENHA                         ;2016.23.502-00;2015-0.201.933-3;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;04/08/2015;;H.M.P; ZM-1/014;Z2.;PENHA;501,36;BALDER INCORPORADORA E EMPREENDIMENTOS IMOBILIARIOS LTDA;500,00;R   MONTES AUREOS 00077 ;09/11/2016;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 0
novembro;SEL/PARHIS-2        ;PENHA                         ;2016.24.553-00;2014-0.303.020-7;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;27/10/2014;;EHMP; ZM-1/026;Z2.;VILA ARICANDUVA;;RENAN RIBEIRO DA SILVA CAPUCCI;;R   MOISES MARX 00483 485;22/11/2016;WALDNEI MENDES LOPES;;WALDNEI MENDES LOPES;;
novembro;SEL/PARHIS-2        ;PENHA                         ;2016.24.735-00;2015-0.071.028-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;19/03/2015;;H.M.P; ZM-2 / ZEIS-5/L131;Z3-055.;CANGAIBA;269,50;LV EMPREENDIMENTOS IMOBILIARIOS LTDA;321,00;R   JOSE ADORNO 00396 ;24/11/2016;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 5
novembro;SEL/PARHIS-2        ;SANTANA/ TUCURUVI              ;2016.23.380-00;2014-0.238.555-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;26/08/2014;;H.M.P; ZM-1/001;Z9-003.;TUCURUVI;489,37;REAL NORTH EMPREENDIMENTOS E PARTICIPACOES LTDA;352,50;R   LUIS CARLOS GENTILE DE LAET 000540 ;08/11/2016;TATIANE HERNANDES;;TATIANE HERNANDES;;B: 1 P: 2 U: 7
novembro;SEL/PARHIS-2        ;SANTANA/ TUCURUVI              ;2016.24.236-00;2015-0.221.389-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;21/08/2015;;H.M.P;;Z2.;TUCURUVI;735,74;PURUS EMPREENDIMENTOS - SPE LTDA;450,00;R   PURUS 00126 LT 18;18/11/2016;TATIANE HERNANDES;;TATIANE HERNANDES;;B: 1 P: 2 U: 8
novembro;SEL/PARHIS-2        ;SAO MIGUEL                    ;2016.21.306-01;2016-0.013.461-7;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;19/01/2016;;H.M.P;;Z2.;PARQUE PAULISTANO;1.511,18;JOAO ALADINO CONTE MAGNI;1.800,00;R   JOSE NUNES DOS SANTOS 000111 LT37 E 38 QD44A;18/11/2016;;;;;
novembro;SEL/PARHIS-2        ;SAO MIGUEL                    ;2016.23.034-00;2014-0.201.472-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;23/07/2014;;H.M.P; ZM-2;Z2.;VL REIS;514,45;DOMUS SP EMPREENDIMENTOS IMOBILIÁRIOS LTDA;645,00;R   JOSE SANTANA 00632 LT B;03/11/2016;ANDREIA LUCIA CURCIO;;ANDREIA LUCIA CURCIO;;B: 1 P: 2 U: 11
novembro;SEL/PARHIS-2        ;VILA PRUDENTE                 ;2014.20.928-01;2016-0.043.267-7;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;23/02/2016;;H.M.P; ZM-2;Z2.;VILA PRUDENTE;618,57;CONSTRUTORA JBMA LTDA EPP;300,00;PC  CONDE DE SAO JANUARIO 00055 ;08/11/2016;KLEBER JAMAS CASTRO;;KLEBER JAMAS CASTRO;;B: 1 P: 3 U: 9
