Mês ;Unidade;Subprefeitura;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades";;;
Novembro;SMUL/GTEC           ;BUTANTA                       ;2018.19.843-00;2003-1.056.679-3;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;21/11/2003;185.034.0049-8;"S2.9; S2.8";;Z2.;JD. SAO JORGE;;HIROKO TICAMI E OUTROS - INVENTARIANTES.;824,00;R   DOMINGOS ROSOLIA 00286 ;09/11/2018;LUIS BARLETTA AMBROSIO;;LUIS BARLETTA AMBROSIO;;;;;
Novembro;SMUL/GTEC           ;CASA VERDE/ CACHOEIRINHA       ;2018.20.493-00;2003-1.020.333-0;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;19/09/2003;075.150.0056-2;S2.5;;Z2.;CASA VERDE;;JOAQUIM FERREIRA PINTO E OU;1.304,00;R   JOSE DE OLIVEIRA 00037 ;23/11/2018;LELIANE ROSA ANNUNZIATO;;;;;;;
Novembro;SMUL/GTEC           ;CASA VERDE/ CACHOEIRINHA       ;2018.20.510-00;2004-1.015.965-0;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;27/12/2004;074.077.0059-1;S2.8;;Z8-CR4 LIND. Z3.;CASA VERDE;;VIRGILIO SOARES PEDRO;1.800,00;AV  ENGENHEIRO CAETANO ALVARES 785 ;23/11/2018;;;SANDRA APARECIDA DE JESUS;;;;;
Novembro;SMUL/GTEC           ;FREGUESIA/ BRASILANDIA         ;2018.19.747-00;1994-0.076.137-6;RECONSIDERACAO DE DESPACHO DE CERTIFICADO DE REGULARIZACAO;28/09/1994;076.279.0016-6;C;;Z2.;VL. PALMEIRAS;;IRINEU VICIANO;172,50;R   VISCONDE DE JAGUARI 110 ;08/11/2018;;;;;;;;
Novembro;SMUL/GTEC           ;FREGUESIA/ BRASILANDIA         ;2018.20.547-00;2003-1.034.741-2;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;07/10/2003;107.201.0005-3;C2.3;;Z3-007.;VILA ITABERABA;;KAZUKO TAKARA;980,00;R   PARAPUA 1729 ;23/11/2018;PAULO RICARDO MONTEIRO;;PAULO RICARDO MONTEIRO;;;;;
Novembro;SMUL/GTEC           ;IPIRANGA                      ;2018.20.501-00;2003-1.011.530-9;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;03/09/2003;302.018.0014-1;C2.6;;Z2.;IPIRANGA;;KATSUNOBU SHIMIZU;600,00;R   DAS MUNICIPALIDADES 326 330;23/11/2018;ALVARO CRISTIANO PINHEIRO DE OLIVEIRA;;;;;;;
Novembro;SMUL/GTEC           ;ITAQUERA                      ;2018.19.844-00;2003-1.047.368-0;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;18/11/2003;114.082.0029-4;"S2.3; C1.2; S2.1; S2.2";;Z19-011.;VILA CARMOSINA;;JOAO ALVES GALHARDO;1.394,00;R     AMERICO SALVADOR NOVELLI 00389 ;09/11/2018;;;JEFFERSON PINTO MARTINS;;;;;
Novembro;SMUL/GTEC           ;ITAQUERA                      ;2018.20.509-00;2003-1.057.352-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;21/11/2003;234.050.0007-4;S2.2;;ZONA NAO DEFINIDA.;COLONIA ITAQUER;;ASSOCIACAO PRO-EXCEPCIONAIS KODOMO NO SONO;45.893,00;R   IONEJI MATSUBAYASHI 1324 ;23/11/2018;ALBERTO SANTOS MONTALVAO;;;;;;;
Novembro;SMUL/GTEC           ;ITAQUERA                      ;2018.20.942-00;2003-1.016.552-7;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;16/09/2003;144.070.0003-0;S2.8;;Z2.;VILA CARMOSINA;;ALCIDES RODRIGUES;500,00;R   ARRAIAL DE SAO BARTOLOMEU 00968 ;29/11/2018;;;;;;;;
Novembro;SMUL/GTEC           ;LAPA                          ;2018.17.897-01;2003-1.023.562-2;APOSTILAMENTO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;22/09/2003;082.223.0004-0;S3.2;;Z6-022.;JAGUARE;;MICHEL MILAN;6.055,31;AV  ONOFRIO MILANO 325 ;06/11/2018;;;;;;;;
Novembro;SMUL/GTEC           ;LAPA                          ;2018.19.233-00;2004-1.005.093-4;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;22/11/2004;023.007.0101-4;C2.3;;Z4-066.;LAPA;;TECELAGEM CINERAMA LTDA;2.150,61;R   CATAO 00103 129;01/11/2018;VANESSA SALLUM CUNHA;;;;;;;
Novembro;SMUL/GTEC           ;LAPA                          ;2018.20.502-00;2003-1.029.119-0;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;25/09/2003;097.031.0014-7;S2.1;;Z6-015.;VILA LEOPOLDINA;;BANCO BRADESCO;9.547,77;AV  DOUTOR GASTAO VIDIGAL 01781 ;23/11/2018;;;;;;;;
Novembro;SMUL/GTEC           ;MOOCA                         ;2018.20.681-00;2003-1.043.075-1;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;11/11/2003;053.023.0091-5;E2.4;;Z2.;ALTO DA MOOCA;;SERV ASSIST A FAMILIA C EDITINA E OUTRO;960,00;R   NOSSA SENHORA DOS ANJOS 000711 717;26/11/2018;NELSON SANCHES JUNIOR;;;;;;;
Novembro;SMUL/GTEC           ;MOOCA                         ;2018.20.941-00;2003-1.052.426-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;20/11/2003;030.050.0064-8;"S2.1; C2.5";;Z3-121.;TATUAPE;;ZADE INCORPORACAO EMPREENDS SERVICOS S/C LTDA;1.633,65;R   TUIUTI 1773  1783/1765;29/11/2018;ANTONIO PEREIRA DA CUNHA;;;;;;;
Novembro;SMUL/GTEC           ;SANTANA/ TUCURUVI              ;2018.19.385-00;2002-0.064.964-3;RECONSIDERACAO DE DESPACHO DE CERTIFICADO DE REGULARIZACAO;28/03/2002;073.284.0002-1;"S2.9; C2.2; E3.2; E2.6";;Z8-006.;SANTANA;;SAO PAULO TURISMO S/A;248.372,18;AV  OLAVO FONTOURA 01209 C. DE CONV. ANHEMBI;05/11/2018;ANGELINA FELICIO GRACIANO GAUNA;;;;;;;
Novembro;SMUL/GTEC           ;SANTANA/ TUCURUVI              ;2018.20.142-00;2002-0.017.490-4;CERTIFICADO DE REGULARIZACAO;29/01/2002;073.283.0004-3;"S2.9; E3.2";;Z8-006.;SANTANA;;SAO PAULO TURISMO S/A;128.580,79;AV  OLAVO FONTOURA 1209 SAMBODROMO;13/11/2018;LUZDALMA PARREIRA DE SOUZA;;;;;;;
Novembro;SMUL/GTEC           ;SANTANA/ TUCURUVI              ;2018.20.506-00;2003-1.020.331-3;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;19/09/2003;070.155.0025-6;S2.5;;Z2.;AGUA FRIA;;ANTONIO MANUEL MARTINS E OUTRO;879,30;AV  AGUA FRIA 00663 667;23/11/2018;LELIANE ROSA ANNUNZIATO;;;;;;;
Novembro;SMUL/GTEC           ;SAO MATEUS                    ;2018.20.505-00;2003-1.066.357-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;24/11/2003;150.126.0067-2;"R1; C2.2";;Z3-183.;SAO MATHEUS;;JORGE KAZUMI TERUYA;1.151,00;AV  MATEO BEI 01925 ;23/11/2018;NILSON ROBERTO ZEGHAIB;;;;;;;
Novembro;SMUL/GTEC           ;SAO MIGUEL                    ;2018.21.060-00;2003-1.036.977-7;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;16/10/2003;112.554.0080-2;"C2.6; C2.3";;Z2.;SAO MIGUEL PTA;;ADALGISA CECÍLIA SPARICO SUBHIA E OUTRA;5.000,00;AV  NORDESTINA 00977 1044;30/11/2018;EMERSON EDUARDO DIZOTTI;;;;;;;
Novembro;SMUL/GTEC           ;SE                            ;2018.19.482-00;2003-1.044.912-6;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;14/11/2003;035.103.0134-1;C2.3;;Z2.;VILA MONUMENTO;;JOAO BENTIVEGNA JUNIOR;1.890,00;R   OLIVEIRA LIMA 00455 E 439;06/11/2018;REINALDO FABIANO RIBEIRO;;;;;;;
Novembro;SMUL/GTEC           ;SE                            ;2018.19.840-00;2003-1.058.120-2;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;24/11/2003;005.073.0057-2;C2.2;;Z4-032.;LIBERDADE;;MIRNA ZAMBARDINO VASCONCELLOS E OUTRA;268,80;R   BARAO DE IGUAPE 00614 ;09/11/2018;;;;;;;;
Novembro;SMUL/GTEC           ;SE                            ;2018.20.143-00;2003-1.026.747-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;24/09/2003;009.057.0299-9;R201;;Z12-002.;BELA VISTA;;IGREJA UNIVERSAL DO REINO DE DEUS;1.010,90;AV  BRIGADEIRO LUIS ANTONIO 1421 ;13/11/2018;BENEDITO CARMO MARTINS CUNHA JUNIOR;;;;;;;
Novembro;SMUL/GTEC           ;SE                            ;2018.20.830-00;2003-1.042.682-7;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;10/11/2003;009.038.0139-6;"C2.1; C1.1";;Z8-200-096.;BELA VISTA;;SALOMAO FAIMBERG TESSLER;518,50;R   TREZE DE MAIO 00870 ;28/11/2018;ROBERTO TADEU DA SILVA MOURA;;;;;;;
Novembro;SMUL/GTEC           ;VILA MARIA/ VILA GUILHERME     ;2018.19.842-00;2003-1.041.460-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;05/11/2003;064.201.0005-4;C2.6;;Z2.;VILA GUILHERME;;ANTONIO FERNANDES RIBEIRO;389,00;R   CASSIO DE ALMEIDA 000203 ;09/11/2018;VALTER MANUEL RIBEIRO VIEIRA;;;;;;;
Novembro;SMUL/GTEC           ;VILA MARIA/ VILA GUILHERME     ;2018.20.498-00;2003-1.051.932-9;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;20/11/2003;063.239.0028-9;C2.6;;Z2.;AREMBEPE;;PACIFICO FERNANDES DE LIMA;506,92;R   FRITZ JANK 329 ;23/11/2018;HUMBERTO DE PAIVA;;HUMBERTO DE PAIVA;;;;;
Novembro;SMUL/GTEC           ;VILA PRUDENTE                 ;2018.20.500-00;2003-1.046.965-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;18/11/2003;051.046.0139-0;R;;Z2.;VL PRUDENTE;;OSVALDO SALCE JUNIOR;15.056,00;AV  DR     FRANCISCO MESQUITA 00550 CS 12 E 1 VG;23/11/2018;JOAO RODRIGUES FERNANDES FILHO;;;;;;;
Novembro;SMUL/PARHIS         ;ARICANDUVA/ FORMOSA/ CARRAO     ;2018.19.929-00;2017-0.149.177-6;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;26/09/2017;053.093.0015-5;HIS 2; ZM;ZONA MISTA DE ALTA DENSIDADE - A.;ALTO DA MOOCA;249,83;LUCIANO DETILIO;181,50;R   HEMISFERIO 00680 ;12/11/2018;LEANDRO DESTRO;;LEANDRO DESTRO;;B: 1 P: 3 U: 3;;;
Novembro;SMUL/PARHIS         ;GUAIANASES                    ;2018.20.135-00;2017-0.177.559-6;RECONSIDERACAO DE DESPACHO DE CERTIFICADO DE REGULARIZACAO;04/12/2017;115.235.0023-8;HIS 2; ZM;ZONA MISTA DE BAIXA DENSIDADE.;GUAIANASES;;MAX LAYOUTS PROJETOS E CONSTRUCOES LTDA EPP;984,00;R   IRMAOS MURGEL 00238 GUAIANAZES;13/11/2018;EDSON GOMES DE SA;;EDSON GOMES DE SA;;;;;
Novembro;SMUL/PARHIS         ;ITAQUERA                      ;2018.19.807-00;2013-0.078.089-0;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;19/03/2013;114.112.0001-1;HIS 2; ZM;ZONA MISTA DE MEDIA DENSIDADE.;ITAQUERA;1.236,25;OSCAR OTAGA;600,00;R   ISABEL REDENTORA 99999 ;09/11/2018;OSCAR OTAGA;;OSCAR OTAGA;;B: 1 P: 5 U: 20;;;
Novembro;SMUL/PARHIS         ;PENHA                         ;2018.20.709-00;2018-0.040.545-2;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;19/04/2018;061.038.0129-1;HIS; ZC;ZONA MISTA DE MEDIA DENSIDADE.;PENHA;815,53;ERIVALDO CORDEIRO DE OLIVEIRA;299,20;R   MIRANDINHA 345  PENHA;26/11/2018;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 5 U: 19;;;
Novembro;SMUL/PARHIS         ;PENHA                         ;2018.20.894-00;2015-0.169.316-2;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;29/06/2015;060.299.0089-7;H.M.P; ZM-1/010;Z2.;VILA SANTANA;1.074,20;EVANDRO CAJAIBA DIAS                              ;680,00;R   ENEAS DE BARROS 00695 ;28/11/2018;EDUARDO AFONSO PORTAS;;EDUARDO AFONSO PORTAS;;B: 1 P: 2 U: 14;;;
Novembro;SMUL/PARHIS         ;SANTANA/ TUCURUVI              ;2018.20.710-00;2017-0.178.578-8;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;05/12/2017;067.184.0021-1;"HIS 2; HIS 1"; ZEU;ZONA MISTA DE MEDIA DENSIDADE.;VILA MAZZEI;1.310,24;MAURICIO GOMES CARDOSO;485,00;R   CONEGO LADEIRA 00057 ;26/11/2018;TATIANE HERNANDES;;TATIANE HERNANDES;;B: 28 P: 5 U: 2;;;
Novembro;SMUL/PARHIS         ;SANTANA/ TUCURUVI              ;2018.20.893-00;2017-0.155.993-1;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;11/10/2017;067.118.0035-4;H.M.P; ZEUP;ZONA MISTA DE BAIXA DENSIDADE.;IMIRIM;606,01;SANDRO TADEU PLACIDO DOS SANTOS;290,00;R   ALVARES AFONSO 00021 E 21FD;28/11/2018;MARCIO CORDEIRO VAZ;;MARCIO CORDEIRO VAZ;;B: 1 P: 3 U: 5;;;
Novembro;SMUL/PARHIS/DHIS    ;ARICANDUVA/ FORMOSA/ CARRAO     ;2018.17.956-01;2018-0.053.336-1;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;23/05/2018;056.217.0020-1;HIS 2; ZC;ZONA MISTA DE ALTA DENSIDADE - A.;CARRAO;339,20;AMAURI MIGUEL PEREIRA;180,00;R   SANTA GERTRUDES 00451 ;22/11/2018;;;;;;;;
Novembro;SMUL/PARHIS/DHIS    ;ARICANDUVA/ FORMOSA/ CARRAO     ;2018.19.645-00;2018-0.081.192-2;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;14/08/2018;116.308.0032-4;HIS 2; ZM;ZONA DE CENTRALIDADE POLAR - A.;JD ARICANDUVA;677,58;DH2 EMPREENDIMENTOS IMOBILIARIOS LTDA;280,00;R   ANTONIO LA GIUDICE 00615 ;07/11/2018;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 3 U: 15;;;
Novembro;SMUL/PARHIS/DHIS    ;ARICANDUVA/ FORMOSA/ CARRAO     ;2018.20.370-00;2018-0.012.330-9;ALVARA DE APROVACAO DE EDIFICACAO NOVA;06/02/2018;056.245.0039-4;HIS 2; ZC;ZONA MISTA DE ALTA DENSIDADE - B.;TATUAPE;704,71;ANTONIA LOURDES BENAVIDES;405,96;R   ANTONIA SOVERAL 00343 ;22/11/2018;LEANDRO DESTRO;;;;B: 1 P: 3 U: 23;;;
Novembro;SMUL/PARHIS/DHIS    ;ARICANDUVA/ FORMOSA/ CARRAO     ;2018.20.871-00;2018-0.008.768-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;30/01/2018;055.353.0040-3;HIS 2; ZM;ZONA MISTA DE ALTA DENSIDADE - A.;VL NOVA MANCHESTER;959,40;SEBASTIAO PIRES FILHO;465,30;PC  HAROLDO DALTRO 00385 389;28/11/2018;SERGIO DOS SANTOS DELARISCI;;SERGIO DOS SANTOS DELARISCI;;B: 1 P: 4 U: 20;;;
Novembro;SMUL/PARHIS/DHIS    ;ARICANDUVA/ FORMOSA/ CARRAO     ;2018.21.019-00;2018-0.057.095-0;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;05/06/2018;056.168.0086-4;H.I.S; ZM;ZONA MISTA DE ALTA DENSIDADE - A.;TATUAPE;104,00;RANDAL GIOTTO GONZAGA;135,30;R   PERUCABA 161 163;30/11/2018;RANDAL GIOTTO GONZAGA JUNIOR;;;;B: 1 P: 2 U: 6;;;
Novembro;SMUL/PARHIS/DHIS    ;BUTANTA                       ;2018.19.794-00;2017-0.090.211-0;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;01/06/2017;159.152.0043-4;"H.M.P; HIS 2; HIS 1"; ZEIS-2;ZONA MISTA DE PROTECAO AMBIENTAL.;SITIO ITAGUASSU;;SILVA SOLAR COMERCIO E INCORPORACOES LTDA;;R   EDVARD CARMILO 520 560;09/11/2018;RODRIGO FAIRBANKS VON UHLENDORFF;;RODRIGO SOBREIRO;;;;;
Novembro;SMUL/PARHIS/DHIS    ;BUTANTA                       ;2018.81.537-01;2018-0.109.175-3;APOSTILAMENTO DO CERTIFICADO DE CONCLUSAO;26/10/2018;186.006.0012-9;"H.M.P; HIS 1; HIS 2";ZONEAMENTO ANTERIOR: ZONA ESPECIAL DE INTERE;;CITY BUSSOCABA;31.375,92;TENDA NEGOCIOS IMOBILIARIOS S A;31.408,48;R   KENKITI SHIMOMOTO 1150 ;30/11/2018;;;;;;;;
Novembro;SMUL/PARHIS/DHIS    ;CAMPO LIMPO                   ;2018.17.958-01;2018-0.003.283-4;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;12/01/2018;170.132.0022-1;"H.M.P; HIS 2; HIS 1"; ZEIS-2;ZONA EXCLUSIVAMENTE RESIDENCIAL BAIXA D;PARAISOPOLIS;16.272,63;VIA NOVA ADMINISTRACAO E CONSTRUCAO  LTDA;4.745,84;R   RICARDO AVENARIUS 00000 LT 21 QD 91;09/11/2018;;;;;;;;
Novembro;SMUL/PARHIS/DHIS    ;CAMPO LIMPO                   ;2018.18.140-01;2018-0.026.914-1;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;14/03/2018;122.004.0039-9;"H.M.P; HIS 2"; ZEIS-5;ZONA MISTA DE ALTA DENSIDADE - A.;VILA DAS BELEZAS;54.249,10;LUTZ FERRANDO OTICA E INSTRUMENTAL CIENTIFICO LTDA;10.843,14;R   JOAQUIM NUNES TEIXEIRA 00274 ;01/11/2018;;;;;;;;
Novembro;SMUL/PARHIS/DHIS    ;CAMPO LIMPO                   ;2018.19.643-00;2018-0.024.374-6;CERTIFICADO DE REGULARIZACAO;08/03/2018;181.090.0002-8;HIS 1; ZEIS-1;ZONA ESPECIAL DE INTERESSE SOCIAL - 1.;C H PARQUE FERNANDA;;COMPANHIA MATROPOLITANA DE HABITACAO DE SAO PAULO - COHAB SP;509,35;R   E-TRES 26 AP 11;07/11/2018;JULIANA JACOMETTO MARCHI;;JULIANA JACOMETTO MARCHI;;;;;
Novembro;SMUL/PARHIS/DHIS    ;CAMPO LIMPO                   ;2018.20.374-00;2017-0.047.346-4;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;21/03/2017;166.033.0027-2;"H.M.P; HIS 2; HIS 1"; ZEIS-1;ZONA ESPECIAL DE INTERESSE SOCIAL - 1.;JD GERMANIA;;NETOS & COSTA EMPREENDIMENTOS E PARTICIPACOES LTDA;;R   DOUTOR JOSE SERRA RIBEIRO 300 334 E 360;22/11/2018;RODRIGO FAIRBANKS VON UHLENDORFF;;RODRIGO SOBREIRO;;;;;
Novembro;SMUL/PARHIS/DHIS    ;CAMPO LIMPO                   ;2018.20.865-00;2018-0.024.373-8;CERTIFICADO DE REGULARIZACAO;08/03/2018;181.090.0002-8;HIS 1; ZEIS-1;ZONA ESPECIAL DE INTERESSE SOCIAL - 1.;C H PARQUE FERNANDA;;COMPANHIA METROPOLITANA DE HABITACAO DE SAO PAULO - COHAB-SP;498,59;R   E-TRES 26 AP 11;28/11/2018;JULIANA JACOMETTO MARCHI;;JULIANA JACOMETTO MARCHI;;;;;
Novembro;SMUL/PARHIS/DHIS    ;CAPELA DO SOCORRO             ;2014.27.301-01;2018-0.051.894-0;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;18/05/2018;174.046.0008-0;HIS; ZEIS-1/S066;Z9-028.;GRAJAU;928,00;J C F EMPREENDIMENTOS E PARTICIPACOES LTDA;1.000,00;R   GENERAL CARLOS DE PAULA CHAVES 00000 ;01/11/2018;ATRIUM ENGENHARIA E CONSTRUCOES LTDA;ALEXANDRE TADEU SOARES PEREIRA;DOUGLAS ALBUQUERQUE SILVA;;;;;
Novembro;SMUL/PARHIS/DHIS    ;CASA VERDE/ CACHOEIRINHA       ;2017.09.022-03;2018-0.100.356-0;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;01/10/2018;074.378.0004-7;EHIS; ZONA NÃO DEFINIDA;ZONA PREDOMINANTEMENTE INDUSTRIAL.;JD DAS GRACAS;25.326,24;TENDA NEGOCIOS IMOBILIARIOS S A;10.000,00;R   CEL EUCLIDES MACHADO 185 235;09/11/2018;;;;;;;;
Novembro;SMUL/PARHIS/DHIS    ;CIDADE ADEMAR                 ;2018.19.792-00;2017-0.172.145-3;ALVARA DE APROVACAO DE EDIFICACAO NOVA;22/11/2017;172.176.0078-1;H.I.S; ZEU;ZONA MISTA DE BAIXA DENSIDADE.;JARDIM MIRIAM;51.675,31;COMERCIAL E CONSTRUTORA PROHIDRO LTDA;7.314,37;R   MARCO GAGLIANO 00055 ;09/11/2018;RENAN PERSIO DOS SANTOS;;JBA / JONAS BIRGER ARQUITETURA S/S LTDA;;"B: 2 P: 20 U: 292; B: 1 P: 20 U: 292";;;
Novembro;SMUL/PARHIS/DHIS    ;ERMELINO MATARAZZO            ;2018.15.281-01;2018-0.110.283-6;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;30/10/2018;131.111.0016-1;"H.M.P; HIS 2";;ZONA ESPECIAL DE INTERESSE SOCIAL 5.;ERMELINO MATARAZZO;;TENDA NEGOCIOS IMOBILIARIOS SA;;R   FIGUEIRA DA POLINESIA 825 ;14/11/2018;THIAGO LOPES DOS SANTOS NASCIMENTO;;AMANDA DA SILVA BEZERRA;;;;;
Novembro;SMUL/PARHIS/DHIS    ;ERMELINO MATARAZZO            ;2018.20.100-00;2015-0.328.116-3;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;09/12/2015;111.241.0061-9;HIS; ZM;ZONA MISTA DE MEDIA DENSIDADE.;VL CISPER;460,14;SERGIO MARCOS DA SILVA;262,50;R   JACOME TELES DE MENEZES 00840 LT 27 QD 2;13/11/2018;VANDERLEI APARECIDO DE CARVALHO;;;;B: 1 P: 2 U: 10;;;
Novembro;SMUL/PARHIS/DHIS    ;ERMELINO MATARAZZO            ;2018.20.225-00;2018-0.068.822-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;12/07/2018;111.419.0014-8;EHIS; ZEUP;ZONA DE CENTRALIDADE POLAR - A.;VL PARANAGUA;4.311,85;GESSIGMA CONSTRUTORA LTDA;997,50;R   BELEM DE SAO FRANCISCO 00010 LT 3 E 4 QD H;14/11/2018;RODRIGO ARRAIAS DA SILVA;;RODRIGO ARRAIAS DA SILVA;;B: 1 P: 9 U: 64;;;
Novembro;SMUL/PARHIS/DHIS    ;ERMELINO MATARAZZO            ;2018.21.018-00;2018-0.052.272-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;21/05/2018;110.456.0087-2;HIS 2; ZM;ZONA MISTA DE MEDIA DENSIDADE.;VL RIO BRANCO;1.362,94;GUAXUMA PROJETOS IMOBILIARIOS SPE LTDA;559,74;AV  CAPITAO ANSELMO BARCELOS 99999 LT 28 QD 71;30/11/2018;MARIA INES ROLIM;;;;B: 1 P: 5 U: 19;;;
Novembro;SMUL/PARHIS/DHIS    ;FREGUESIA/ BRASILANDIA         ;2018.21.020-00;2018-0.049.264-9;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;11/05/2018;307.026.0004-8;"NR1; H.M.P; HIS 2"; ZEU;ZONA MISTA DE MEDIA DENSIDADE.;FREGUESIA DO O;;VICON-VITORIA CONSTRUCOES LTDA;;R   MANOEL DE SOUSA AZEVEDO 99999 LT 1 QD Q;30/11/2018;GERALDO MEKBEKIAN;;SERGIO AUGUSTO ALVES MISORELLI;;;;;
Novembro;SMUL/PARHIS/DHIS    ;GUAIANASES                    ;2016.11.350-01;2018-0.101.117-2;APOSTILAMENTO DE ALVARA DE DESDOBRO DE LOTE;03/10/2018;193.004.0004-4;HIS 1; ZEIS-1;ZONA ESPECIAL DE INTERESSE SOCIAL - 1.;GUAIANAZES;;COMPANHIA METROPOLITANA DE HABITACAO DE SAO PAULO - COHAB SP;18.348,00;R   FRANCISCO DE SOUTOMAIOR 000000 ;01/11/2018;;;;;;;;
Novembro;SMUL/PARHIS/DHIS    ;GUAIANASES                    ;2018.19.640-00;2018-0.069.501-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;13/07/2018;115.330.0042-4;HIS 2; ZM;ZONA MISTA DE BAIXA DENSIDADE.;GUAIANASES;722,73;PAULO ROBERTO STEVANATTO;465,00;R   TORRE DA LAPELA 355 JD SOARES;07/11/2018;ROBERTO SEPULVEDA JUNIOR;;ROBERTO SEPULVEDA JUNIOR;;"B: 1 P: 4 U: 9; B: 1 P: 1 U: 1";;;
Novembro;SMUL/PARHIS/DHIS    ;GUAIANASES                    ;2018.19.642-00;2018-0.062.815-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;21/06/2018;115.183.0035-8;HIS 2; ZEUP;ZONA MISTA DE BAIXA DENSIDADE.;VL SANTA CRUZ;596,56;MAURICIO SAID NAUOM SOUKAR - MEI;294,00;R   OTAVIO PEPPI 00000 LT 14 QD 14;07/11/2018;ROQUE MARIANO GUILHERME;;ROQUE MARIANO GUILHERME;;B: 1 P: 3 U: 12;;;
